Min,Sec,kermit_video,kermit_audio,ws_video,ws_audio
7,7,,,,
7,8,,,,
7,9,,,,
7,10,,,,
7,11,,,,
7,12,,,,
7,13,,,,
7,14,,,,
7,15,,,,
7,16,,,,
7,17,,,,
7,18,,,,
7,19,,,,
7,20,,,,
7,21,,,,
7,22,,,,
7,23,,,,
7,24,,,,
7,25,,,,
7,26,,,,
7,27,,,,
7,28,,,,
7,29,,,,
7,30,,,,
7,31,,,,
7,32,,,,
7,33,,,,
7,34,,,,
7,35,,,,
7,36,,,,
7,37,,,,
7,38,,,,
7,39,,,,
7,40,,,,
7,41,,,,
7,42,,,,
7,43,,,,
7,44,,,,
7,45,,,,
7,46,,,,
7,47,,,,
7,48,,,,
7,49,,,,
7,50,,,,
7,51,,,,
7,52,,,,
7,53,,,,
7,54,,,,
7,55,,,,
7,56,,,,
7,57,,,,
7,58,,,,
7,59,,,,
8,0,,,,
8,1,,,,
8,2,,,,
8,3,,,,
8,4,,,,
8,5,,,,
8,6,,,,
8,7,,,,
8,8,,,,
8,9,,,,
8,10,,,,
8,11,,,,
8,12,,,,
8,13,,,,
8,14,,,,
8,15,,,,
8,16,,,,
8,17,,,,
8,18,,,,
8,19,,,,
8,20,,,,
8,21,,,,
8,22,,,,
8,23,,,,
8,24,,,,
8,25,,,,
8,26,,,,
8,27,,,,
8,28,,,,
8,29,,,,
8,30,,,,
8,31,,,,
8,32,,,,
8,33,,,,
8,34,,,,
8,35,,,,
8,36,,,,
8,37,,,,
8,38,,,,
8,39,,,,
8,40,,,,
8,41,,,,
8,42,,,,
8,43,,,,
8,44,,,,
8,45,,,,
8,46,,,,
8,47,,,,
8,48,,,,
8,49,,,,
8,50,,,,
8,51,,,,
8,52,,,,
8,53,,,,
8,54,,,,
8,55,,,,
8,56,,,,
8,57,,,,
8,58,,,,
8,59,,,,
9,0,,,,
9,1,,,,
9,2,,,,
9,3,,,,
9,4,,,,
9,5,,,,
9,6,,,,
9,7,,,,
9,8,,,,
9,9,,,,
9,10,,,,
9,11,,,,
9,12,,,,
9,13,,,,
9,14,,,,
9,15,,,,
9,16,,,,
9,17,,,,
9,18,,,,
9,19,,,,
9,20,,,,
9,21,,,,
9,22,,,,
9,23,,,,
9,24,,,,
9,25,,,,
9,26,,,,
9,27,,,,
9,28,,,,
9,29,,,,
9,30,,,,
9,31,,,,
9,32,,,,
9,33,,,,
9,34,,,,
9,35,,,,
9,36,,,,
9,37,,,,
9,38,,,,
9,39,,,,
9,40,,,,
9,41,,,,
9,42,,,,
9,43,,,,
9,44,,,,
9,45,,,,
9,46,,,,
9,47,,,,
9,48,,,,
9,49,,,,
9,50,,,,
9,51,,,,
9,52,,,,
9,53,,,,
9,54,,,,
9,55,,,,
9,56,,,,
9,57,,,,
9,58,,,,
9,59,,,,
10,0,,,,
10,1,,,,
10,2,,,,
10,3,,,,
10,4,,,,
10,5,,,,
10,6,,,,
10,7,,,,
10,8,,,,
10,9,,,,
10,10,,,,
10,11,,,,
10,12,,,,
10,13,,,,
10,14,,,,
10,15,,,,
10,16,,,,
10,17,,,,
10,18,,,,
10,19,,,,
10,20,,,,
10,21,,,,
10,22,,,,
10,23,,,,
10,24,,,,
10,25,,,,
10,26,,,,
10,27,,,,
10,28,,,,
10,29,,,,
10,30,,,,
10,31,,,,
10,32,,,,
10,33,,,,
10,34,,,,
10,35,,,,
10,36,,,,
10,37,,,,
10,38,,,,
10,39,,,,
10,40,,,,
10,41,,,,
10,42,,,,
10,43,,,,
10,44,,,,
10,45,,,,
10,46,,,,
10,47,,,,
10,48,,,,
10,49,,,,
10,50,,,,
10,51,,,,
10,52,,,,
10,53,,,,
10,54,,,,
10,55,,,,
10,56,,,,
10,57,,,,
10,58,,,,
10,59,,,,
11,0,,,,
11,1,,,,
11,2,,,,
11,3,,,,
11,4,,,,
11,5,,,,
11,6,,,,
11,7,,,,
11,8,,,,
11,9,,,,
11,10,,,,
11,11,,,,
11,12,,,,
11,13,,,,
11,14,,,,
11,15,,,,
11,16,,,,
11,17,,,,
11,18,,,,
11,19,,,,
11,20,,,,
11,21,,,,
11,22,,,,
11,23,,,,
11,24,,,,
11,25,,,,
11,26,,,,
11,27,,,,
11,28,,,,
11,29,,,,
11,30,,,,
11,31,,,,
11,32,,,,
11,33,,,,
11,34,,,,
11,35,,,,
11,36,,,,
11,37,,,,
11,38,,,,
11,39,,,,
11,40,,,1,1
11,41,,,1,1
11,42,,,1,1
11,43,,,1,1
11,44,,,1,1
11,45,,,1,1
11,46,,,1,1
11,47,,,1,
11,48,,,1,
11,49,,,,
11,50,,,,
11,51,,,,
11,52,,,,
11,53,,,,
11,54,,,,
11,55,,,,
11,56,,,,
11,57,,,,
11,58,,,,
11,59,,,,
12,0,,,,
12,1,,,,
12,2,,,,
12,3,,,,
12,4,,,,
12,5,,,,
12,6,,,,
12,7,,,,
12,8,,,,
12,9,,,,
12,10,,,,
12,11,1,,,
12,12,,,,
12,13,,,,
12,14,1,,,
12,15,,,,
12,16,,,,
12,17,1,,,
12,18,,,,
12,19,1,,,
12,20,,,,
12,21,1,,,
12,22,,,,
12,23,,,,
12,24,1,,,
12,25,1,,,
12,26,,,,
12,27,,,,
12,28,,,,
12,29,,,,
12,30,,,,
12,31,,,,
12,32,,,,
12,33,,,,
12,34,,,,
12,35,,,,
12,36,1,,,
12,37,1,1,,
12,38,1,1,,
12,39,1,1,,
12,40,1,1,,
12,41,1,1,,
12,42,1,1,,
12,43,1,1,,
12,44,1,,,
12,45,,,,
12,46,,,,
12,47,,,,
12,48,,,,
12,49,1,,,
12,50,,,,
12,51,1,,,
12,52,,,,
12,53,1,,,
12,54,1,,,
12,55,1,,,
12,56,,,,
12,57,,,,
12,58,,,,
12,59,,,,
13,0,,,,
13,1,,,,
13,2,,,,
13,3,,,,
13,4,,,,
13,5,,,,
13,6,,,,
13,7,,,,
13,8,,,,
13,9,,,,
13,10,,,,
13,11,,,,
13,12,,,,
13,13,,,,
13,14,,,,
13,15,,,,
13,16,,,,
13,17,,,,
13,18,,,,
13,19,,,,
13,20,,,,
13,21,,,,
13,22,,,,
13,23,,,,
13,24,,,,
13,25,,,,
13,26,,,,
13,27,,,,
13,28,,,,
13,29,,,,
13,30,,,,
13,31,,,,
13,32,,,,
13,33,,,,
13,34,,,,
13,35,,,,
13,36,,,,
13,37,,,,
13,38,,,,
13,39,,,,
13,40,,,,
13,41,,,,
13,42,,,,
13,43,,,,
13,44,,,,
13,45,,,,
13,46,,,,
13,47,,,,
13,48,,,,
13,49,,,,
13,50,,,,
13,51,,,,
13,52,,,,
13,53,,,,
13,54,,,,
13,55,,,,
13,56,1,,,
13,57,1,,,
13,58,1,,,
13,59,1,1,,
14,0,1,1,,
14,1,1,1,,
14,2,1,1,,
14,3,1,1,,
14,4,1,1,,
14,5,1,1,,
14,6,1,,,
14,7,1,,,
14,8,1,,,
14,9,1,1,,
14,10,1,1,,
14,11,1,1,,
14,12,1,,,
14,13,1,1,,
14,14,1,1,,
14,15,1,,,
14,16,1,,,
14,17,1,1,,
14,18,1,1,,
14,19,1,1,,
14,20,1,1,,
14,21,1,1,,
14,22,1,1,,
14,23,1,1,,
14,24,1,1,,
14,25,1,1,,
14,26,1,1,,
14,27,1,,,
14,28,1,,,
14,29,1,,,
14,30,,,,
14,31,1,,,
14,32,1,,,
14,33,1,,,
14,34,1,,,
14,35,,,,
14,36,1,,,
14,37,1,,,
14,38,1,1,,
14,39,1,1,,
14,40,1,,,
14,41,1,,,
14,42,1,1,,
14,43,1,1,,
14,44,1,1,,
14,45,1,1,,
14,46,1,1,,
14,47,1,1,,
14,48,1,1,,
14,49,1,,,
14,50,1,,,
14,51,1,1,,
14,52,1,1,,
14,53,1,1,,
14,54,1,1,,
14,55,1,,,
14,56,1,,,
14,57,,,,
14,58,,,,
14,59,,,,
15,0,1,,,
15,1,1,1,,
15,2,1,1,,
15,3,1,1,,
15,4,1,1,,
15,5,1,1,,
15,6,1,1,,
15,7,1,1,,
15,8,1,1,,
15,9,1,,,
15,10,1,1,,
15,11,1,1,,
15,12,1,,,
15,13,1,1,,
15,14,1,,,
15,15,1,,,
15,16,1,1,,
15,17,1,,,
15,18,1,1,,
15,19,1,1,,
15,20,1,1,,
15,21,1,1,,
15,22,1,1,,
15,23,1,1,,
15,24,1,,,
15,25,,,,
15,26,,,,
15,27,,,,
15,28,,,,
15,29,,,,
15,30,,,,
15,31,,,,
15,32,,,,
15,33,,,,
15,34,,,,
15,35,,,,
15,36,,,,
15,37,,,,
15,38,,,,
15,39,,,,
15,40,,,,
15,41,,,,
15,42,,,,
15,43,,,,
15,44,,,,
15,45,,,,
15,46,,,,
15,47,,,,
15,48,,,,
15,49,,,,
15,50,,,,
15,51,,,,
15,52,,,,
15,53,,,,
15,54,,,,
15,55,,,,
15,56,,,,
15,57,,,,
15,58,,,,
15,59,,,,
16,0,,,,
16,1,,,,
16,2,,,,
16,3,,,,
16,4,,,,
16,5,,,,
16,6,,,,
16,7,,,,
16,8,,,,
16,9,,,,
16,10,,,,
16,11,,,,
16,12,,,,
16,13,,,,
16,14,,,,
16,15,,,,
16,16,,,,
16,17,,,,
16,18,,,,
16,19,,,,
16,20,,,,
16,21,,,,
16,22,,,,
16,23,,,,
16,24,,,,
16,25,,,,
16,26,,,,
16,27,,,,
16,28,,,,
16,29,,,,
16,30,,,,
16,31,,,,
16,32,,,,
16,33,,,,
16,34,,,,
16,35,,,,
16,36,,,,
16,37,,,,
16,38,,,,
16,39,,,,
16,40,,,,
16,41,,,,
16,42,,,,
16,43,,,,
16,44,,,,
16,45,,,,
16,46,,,,
16,47,,,,
16,48,,,,
16,49,,,,
16,50,,,,
16,51,,,,
16,52,,,,
16,53,,,,
16,54,,,,
16,55,,,,
16,56,,,,
16,57,,,,
16,58,,,,
16,59,,,,
17,0,,,,
17,1,,,,
17,2,,,,
17,3,,,,
17,4,,,,
17,5,,,,
17,6,,,,
17,7,,,,
17,8,,,,
17,9,,,,
17,10,,,,
17,11,,,,
17,12,,,,
17,13,,,,
17,14,,,,
17,15,,,,
17,16,,,,
17,17,,,,
17,18,,,,
17,19,,,,
17,20,,,,
17,21,,,,
17,22,,,,
17,23,,,,
17,24,,,,
17,25,,,,
17,26,,,,
17,27,,,,
17,28,,,,
17,29,,,,
17,30,,,,
17,31,,,,
17,32,,,,
17,33,,,,
17,34,,,,
17,35,,,,
17,36,,,,
17,37,,,,
17,38,,,,
17,39,,,,
17,40,,,,
17,41,,,,
17,42,,,,
17,43,,,,
17,44,,,,
17,45,,,,
17,46,,,,
17,47,,,,
17,48,,,,
17,49,,,,
17,50,,,,
17,51,,,,
17,52,,,,
17,53,,,,
17,54,,,,
17,55,,,,
17,56,,,,
17,57,,,,
17,58,,,,
17,59,,,,
18,0,,,,
18,1,,,,
18,2,,,,
18,3,,,,
18,4,,,,
18,5,,,,
18,6,,,,
18,7,,,,
18,8,,,,
18,9,,,,
18,10,,,,
18,11,,,,
18,12,,,,
18,13,,,,
18,14,,,,
18,15,,,,
18,16,,,,
18,17,,,,
18,18,,,,
18,19,,,,
18,20,,,,
18,21,,,,
18,22,,,,
18,23,,,,
18,24,,,,
18,25,,,,
18,26,,,,
18,27,,,,
18,28,,,,
18,29,,,,
18,30,,,,
18,31,,,,
18,32,,,,
18,33,,,,
18,34,,,,
18,35,,,,
18,36,,,,
18,37,,,,
18,38,,,,
18,39,,,,
18,40,,,,
18,41,,,,
18,42,,,,
18,43,,,,
18,44,,,,
18,45,,,,
18,46,,,,
18,47,,,,
18,48,,,,
18,49,,,,
18,50,,,,
18,51,,,,
18,52,,,,
18,53,,,,
18,54,,,,
18,55,,,,
18,56,,,,
18,57,,,,
18,58,,,,
18,59,,,,
19,0,,,,
19,1,,,,
19,2,,,,
19,3,,,,
19,4,,,,
19,5,,,,
19,6,,,,
19,7,,,,
19,8,,,,
19,9,,,,
19,10,,,,
19,11,,,,
19,12,,,,
19,13,,,,
19,14,,,,
19,15,,,,
19,16,,,,
19,17,,,,
19,18,,,,
19,19,,,,
19,20,,,,
19,21,,,,
19,22,,,,
19,23,,,,
19,24,,,,
19,25,,,,
19,26,,,,
19,27,,,,
19,28,,,,
19,29,,,,
19,30,,,,
19,31,,,,
19,32,,,,
19,33,,,,
19,34,,,,
19,35,,,,
19,36,,,,
19,37,,,,
19,38,,,,
19,39,,,,
19,40,1,,,
19,41,1,1,,
19,42,1,1,,
19,43,1,1,,
19,44,1,1,,
19,45,1,1,,
19,46,1,1,,
19,47,1,1,,
19,48,1,1,,
19,49,1,1,,
19,50,1,1,,
19,51,1,,,
19,52,1,,,
19,53,1,,,
19,54,1,,,
19,55,1,1,,
19,56,1,1,,
19,57,1,1,,
19,58,1,1,,
19,59,1,1,,
20,0,1,,,
20,1,1,,,
20,2,1,,,
20,3,1,,,
20,4,1,,,
20,5,1,,,
20,6,1,,,
20,7,1,,,
20,8,1,,,
20,9,1,1,,
20,10,1,1,,
20,11,1,,,
20,12,1,1,,
20,13,1,1,,
20,14,1,,,
20,15,1,,,
20,16,1, ,,
20,17,1,,,
20,18,1,,,
20,19,1,1,,
20,20,1,1,,
20,21,1,1,,
20,22,1,,,
20,23,1,,,
20,24,1,,,
20,25,1,,,
20,26,1,,,
20,27,1,,,
20,28,1,1,,
20,29,1,1,,
20,30,1,1,,
20,31,1,,,
20,32,1,,,
20,33,1,,,
20,34,1,,,
20,35,1,1,,
20,36,1,1,,
20,37,1,1,,
20,38,1,1,,
20,39,1,1,,
20,40,1,1,,
20,41,1,1,,
20,42,1,1,,
20,43,1,1,,
20,44,1,1,,
20,45,1,1,,
20,46,1,1,,
20,47,1,1,,
20,48,1,,,
20,49,1,,,
20,50,1,1,,
20,51,1,1,,
20,52,1,1,,
20,53,1,1,,
20,54,1,1,,
20,55,1,1,,
20,56,1,,,
20,57,1,,,
20,58,1,,1,1
20,59,,,1,1
21,0,,,1,1
21,1,,,1,1
21,2,,,1,1
21,3,,,1,1
21,4,,,1,1
21,5,,,1,1
21,6,1,,1,
21,7,1,,,
21,8,1,1,,
21,9,1,1,,
21,10,1,1,,
21,11,1,1,,
21,12,1,1,,
21,13,1,1,,
21,14,1,1,,
21,15,1,1,,
21,16,1,1,,
21,17,1,1,,
21,18,,,,
21,19,,,,
21,20,,,,
21,21,,,,
21,22,,,,
21,23,,,,
21,24,,,,
21,25,,,,
21,26,,,,
21,27,,,,
21,28,,,,
21,29,,,,
21,30,1,1,,
21,31,1,,,
21,32,1,,,
21,33,1,1,,
21,34,1,1,,
21,35,1,1,,
21,36,1,1,,
21,37,1,1,,
21,38,1,1,,
21,39,1,1,,
21,40,1,1,,
21,41,1,1,,
21,42,1,,,
21,43,1,1,,
21,44,1,,,
21,45,1,,,
21,46,1,,,
21,47,1,1,,
21,48,1,1,,
21,49,1,1,,
21,50,1,1,,
21,51,1,1,,
21,52,1,1,,
21,53,1,1,,
21,54,,,,
21,55,,,,
21,56,,,,
21,57,1,1,,
21,58,1,1,,
21,59,1,1,,
22,0,1,1,,
22,1,1,1,,
22,2,1,1,,
22,3,,,,
22,4,,,,
22,5,,,,
22,6,,,,
22,7,,,,
22,8,,,,
22,9,,,,
22,10,,,,
22,11,,,,
22,12,,,,
22,13,,,,
22,14,,,,
22,15,,,,
22,16,,,,
22,17,,,,
22,18,,,,
22,19,,,,
22,20,,,,
22,21,,,,
22,22,,,,
22,23,,,,
22,24,,,,
22,25,1,1,,
22,26,1,,,
22,27,1,,,
22,28,1,,,
22,29,1,,,
22,30,1,,,
22,31,1,,,
22,32,1,,,
22,33,1,,,
22,34,1,,,
22,35,1,,,
22,36,1,,,
22,37,1,1,,
22,38,1,1,,
22,39,1,1,,
22,40,1,1,,
22,41,1,1,,
22,42,1,1,,
22,43,1,1,,
22,44,,,,
22,45,,,,
22,46,,,,
22,47,,,,
22,48,,,,
22,49,,,,
22,50,,,,
22,51,,,,
22,52,,,,
22,53,,,,
22,54,,,,
22,55,1,1,,
22,56,1,1,,
22,57,1,1,,
22,58,1,1,,
22,59,1,1,,
23,0,1,1,,
23,1,1,1,,
23,2,,,,
23,3,,,,
23,4,,1,,
23,5,1,1,,
23,6,1,1,,
23,7,1,,,
23,8,1,,,
23,9,1,,,
23,10,1,,,
23,11,1,1,,
23,12,1,1,,
23,13,1,1,,
23,14,1,,,
23,15,1,,,
23,16,1,,,
23,17,1,1,,
23,18,1,1,,
23,19,1,1,,
23,20,1,1,,
23,21,1,,,
23,22,1,,,
23,23,1,,,
23,24,1,,,
23,25,1,,,
23,26,1,,,
23,27,1,,,
23,28,1,,,
23,29,1,,,
23,30,1,,,
23,31,1,,,
23,32,1,,,
23,33,1,,,
23,34,1,,,
23,35,1,,,
23,36,1,,,
23,37,1,,,
23,38,1,,,
23,39,1,,,
23,40,1,,,
23,41,1,,,
23,42,1,,,
23,43,1,,,
23,44,1,,,
23,45,1,,,
23,46,1,,,
23,47,1,,,
23,48,1,,,
23,49,1,,,
23,50,1,,,
23,51,1,,,
23,52,1,,,
23,53,1,,,
23,54,1,,,
23,55,1,,,
23,56,1,,,
23,57,1,,,
23,58,1,,,
23,59,1,,,
24,0,1,,,
24,1,1,,,
24,2,1,,,
24,3,1,,,
24,4,1,,,
24,5,1,,,
24,6,1,,,
24,7,1,,,
24,8,1,,,
24,9,1,,,
24,10,1,,,
24,11,1,,,
24,12,1,,,
24,13,1,,,
24,14,1,,,
24,15,1,,,
24,16,1,,,
24,17,1,,,
24,18,1,,,
24,19,1,,,
24,20,,,,
24,21,,,,
24,22,,,,
24,23,1,,,
24,24,1,,,
24,25,1,,,
24,26,1,,,
24,27,1,,,
24,28,1,,,
24,29,1,,,
24,30,1,,,
24,31,,,,
24,32,1,1,,
24,33,1,1,,
24,34,1,1,,
24,35,1,1,,
24,36,1,1,,
24,37,1,1,,
24,38,1,1,,
24,39,1,1,,
24,40,1,,,
24,41,1,,,
24,42,1,,,
24,43,1,,,
24,44,1,,,
24,45,1,,,
24,46,1,,,
24,47,1,,,
24,48,1,,,
24,49,1,,,
24,50,1,,,
24,51,1,,,
24,52,1,1,,
24,53,1,1,,
24,54,1,1,,
24,55,1,,,
24,56,1,,,
24,57,1,,,
24,58,1,,,
24,59,1,,,
25,0,,,,
25,1,,,,
25,2,,,,
25,3,,,,
25,4,,,,
25,5,,,,
25,6,,,,
25,7,,,,
25,8,,,,
25,9,,,,
25,10,,,,
25,11,,,,
25,12,,,,
25,13,,,,
25,14,,,,
25,15,,,,
25,16,,,,
25,17,,,,
25,18,,,,
25,19,,,,
25,20,,,,
25,21,,,,
25,22,,,,
25,23,,,,
25,24,,,,
25,25,,,,
25,26,,,,
25,27,,,,
25,28,,,,
25,29,,,,
25,30,,,,
25,31,,,,
25,32,,,1,1
25,33,,,1,1
25,34,,,1,1
25,35,,,1,1
25,36,,,1,1
25,37,,,1,1
25,38,,,1,1
25,39,,,,
25,40,,,,
25,41,,,,
25,42,,,,
25,43,,,,
25,44,,,,
25,45,,,,
25,46,,,,
25,47,,,,
25,48,,,,
25,49,,,,
25,50,,,,
25,51,,,,
25,52,,,,
25,53,,,,
25,54,,,,
25,55,,,,
25,56,,,,
25,57,,,,
25,58,,,,
25,59,,,,
